"Event ID","Event Name","Crew ID","Crew Name","Club Name","Band","Group",
"118791","Op 1x","1027268","QBC-BROWN","Quintin Boat Club","","",
"118791","Op 1x","1029651","QBC-EWING","Quintin Boat Club","","",
"118791","Op 1x","1027265","QBC-O'BRIEN","Quintin Boat Club","","",
"118791","Op 1x","1028597","Stephen Cox - Army","Army Rowing Club","","",
"118791","Op 1x","1028466","TKC-NEW","Team Keane Sculling School","","",
"118791","Op 1x","1028186","TKC-PARNELL","Team Keane Sculling School","","",
"118791","Op 1x","1026986","TRC-HOIER","Thames Rowing Club","","",
"118791","Op 1x","1027650","TRC-PORTSMOUTH","Thames Rowing Club","","",
"118791","Op 1x","1028706","TSS-ANDERSON","Tideway Scullers School","","",
"118791","Op 1x","1029619","TSS-BOND","Tideway Scullers School","","",
"118791","Op 1x","1028710","TSS-BROWN","Tideway Scullers School","","",
"118791","Op 1x","1028712","TSS-BUDENBERG","Tideway Scullers School","","",
"118791","Op 1x","1028713","TSS-CHUNG","Tideway Scullers School","","",
"118791","Op 1x","1028714","TSS-FIELDS","Tideway Scullers School","","",
"118791","Op 1x","1028715","TSS-HODGSON","Tideway Scullers School","","",
"118791","Op 1x","1028719","TSS-OGUNYOYE","Tideway Scullers School","","",
"118791","Op 1x","1028723","TSS-SEAMAN","Tideway Scullers School","","",
"118791","Op 1x","1028724","TSS-TIERNEY","Tideway Scullers School","","",
"118791","Op 1x","1028432","VRC-CANNON","Vesta Rowing Club","","",
"118791","Op 1x","1029614","VRC-CHAPMAN","Vesta Rowing Club","","",
"118791","Op 1x","1028431","VRC-WOODFINE","Vesta Rowing Club","","",
"118791","Op 1x","1029704","WAD-HOUGHTON","Wadham College Boat Club","","",
"118791","Op 1x","1029158","WAR-GARNER","Warwick Boat Club","","",
"118791","Op 1x","1029157","WAR-GILES","Warwick Boat Club","","",
"118791","Op 1x","1027246","WLT-KNILL","Walton Rowing Club","","",
"118791","Op 1x","1027280","Wooller","Twickenham Rowing Club","","",
"118791","Op 1x","1029289","WOO-SCHLEGEL","Wolfson College (Oxford) Boat Club","","",
"118791","Op 1x","1029787","YRK-BOLLANS","York City Rowing Club","","",
"118792","Op Lwt 1x","1028944","AKN-BURMESTER","Auriol Kensington Rowing Club","","",
"118792","Op Lwt 1x","1027662","BED-GLASSPOOL","Bedford Rowing Club","","",
"118792","Op Lwt 1x","1029189","DAT-SKINNER","Dart-Totnes Amateur Rowing Club","","",
"118792","Op Lwt 1x","1026820","GLB-NORIEL","Globe Rowing Club","","",
"118792","Op Lwt 1x","1029763","HEN-GLENISTER","Henley Rowing Club","","",
"118792","Op Lwt 1x","1029789","IMP-BEN TIBA","Imperial College Boat Club","","",
"118792","Op Lwt 1x","1029732","IMP-FRASER","Imperial College Boat Club","","",
"118792","Op Lwt 1x","1029731","IMP-SMITH","Imperial College Boat Club","","",
"118792","Op Lwt 1x","1029762","IMP-WILSON","Imperial College Boat Club","","",
"118792","Op Lwt 1x","1027692","LEA-RANOCCHI","Lea Rowing Club","","",
"118792","Op Lwt 1x","1027783","MBC-BOYER","Molesey Boat Club","","",
"118792","Op Lwt 1x","1028512","MBC-TUCK","Molesey Boat Club","","",
"118792","Op Lwt 1x","1029768","NRC-HUGHES","Nottingham Rowing Club","","",
"118792","Op Lwt 1x","1028289","PBD-EVANS","Poplar Blackwall & District Rowing Club","","",
"118792","Op Lwt 1x","1028226","PBD-WADE","Poplar Blackwall & District Rowing Club","","",
"118792","Op Lwt 1x","1029598","QBC-BOYD","Quintin Boat Club","","",
"118792","Op Lwt 1x","1028061","TRC-MORRIS","Thames Rowing Club","","",
"118792","Op Lwt 1x","1028956","TRC-WALLER","Thames Rowing Club","","",
"118792","Op Lwt 1x","1028711","TSS-BRUCE","Tideway Scullers School","","",
"118792","Op Lwt 1x","1028716","TSS-JENKINS","Tideway Scullers School","","",
"118792","Op Lwt 1x","1029783","TSS-MAXWELL","Tideway Scullers School","","",
"118792","Op Lwt 1x","1028725","TSS-VAN DIGGELE","Tideway Scullers School","","",
"118792","Op Lwt 1x","1028586","UTC-HANSON","Upper Thames Rowing Club","","",
"118792","Op Lwt 1x","1029797","UYO-TREWIN MARSHALL","York, University of, Boat Club","","",
"118792","Op Lwt 1x","1029300","WBK-GALLAGHER-2","Walbrook Rowing Club","","",
"118792","Op Lwt 1x","1029288","WOO-SCHÄFER","Wolfson College (Oxford) Boat Club","","",
"118792","Op Lwt 1x","1028529","ZPO-FRAGA","Sporting Clube de Portugal","","",
"118792","Op Lwt 1x","1028530","ZPO-MENDES","Sporting Clube de Portugal","","",
"118793","Op U23 1x","1029712","CFU-BANNISTER","Cardiff University Boat Club","","",
"118793","Op U23 1x","1029784","CHB-MERTON","Christ Church Boat Club","","",
"118793","Op U23 1x","1028679","GRF-WILKINSON","Greenbank Falmouth Rowing Club","","",
"118793","Op U23 1x","1029734","IMP-BENTLEY","Imperial College Boat Club","","",
"118793","Op U23 1x","1029735","IMP-HEATON","Imperial College Boat Club","","",
"118793","Op U23 1x","1029748","IMP-KAHOL DE JONG","Imperial College Boat Club","","",
"118793","Op U23 1x","1029747","IMP-KINNIER WILSON","Imperial College Boat Club","","",
"118793","Op U23 1x","1029736","IMP-WOODS","Imperial College Boat Club","","",
"118793","Op U23 1x","1028515","MBC-COWLEY","Molesey Boat Club","","",
"118793","Op U23 1x","1029755","NRC-DOLEMAN","Nottingham Rowing Club","","",
"118793","Op U23 1x","1029752","NRC-RYMELL","Nottingham Rowing Club","","",
"118793","Op U23 1x","1028957","TRC-YOUELL","Thames Rowing Club","","",
"118793","Op U23 1x","1028717","TSS-KEECH","Tideway Scullers School","","",
"118793","Op U23 1x","1029123","UES-ZULFIKARPASIC","Essex, University of, Rowing Club","","",
"118793","Op U23 1x","1029796","UYO-NESOM","York, University of, Boat Club","","",
"118794","W 1x","1027260","AKN-CANN","Auriol Kensington Rowing Club","","",
"118794","W 1x","1027618","AKN-HITCHENS","Auriol Kensington Rowing Club","","",
"118794","W 1x","1027664","CAB-HENDY","Cantabrigian Rowing Club","","",
"118794","W 1x","1028417","EXE-JUKES","Exeter Rowing Club Ltd","","",
"118794","W 1x","1029308","GTM-BROLIH","Green Templeton Boat Club","","",
"118794","W 1x","1028228","IPS-GOODCHILD","Ipswich Rowing Club","","",
"118794","W 1x","1029687","LEA-FUTORYANOVA","Lea Rowing Club","","",
"118794","W 1x","1028240","MAA-DADLANI","Mortlake Anglian & Alpha Boat Club","","",
"118794","W 1x","1029630","MAA-ENGELSMAN","Mortlake Anglian & Alpha Boat Club","","",
"118794","W 1x","1029201","MAA-PUGH","Mortlake Anglian & Alpha Boat Club","","",
"118794","W 1x","1029765","MAR-WEATHERALL","Marlow Rowing Club","","",
"118794","W 1x","1028513","MBC-MCDONALD","Molesey Boat Club","","",
"118794","W 1x","1027820","PHS-BANTICK","Putney High School Rowing Club","","",
"118794","W 1x","1027821","PHS-GRADIDGE","Putney High School Rowing Club","","",
"118794","W 1x","1027823","PHS-HEAD","Putney High School Rowing Club","","",
"118794","W 1x","1027828","PHS-THOMAS","Putney High School Rowing Club","","",
"118794","W 1x","1029708","PTR-BOWDEN","Putney Town Rowing Club","","",
"118794","W 1x","1029709","PTR-GOWAN","Putney Town Rowing Club","","",
"118794","W 1x","1028140","SRC-TITTERINGTON","Sudbury Rowing Club","","",
"118794","W 1x","1026881","Terry","Tideway Scullers School","","",
"118794","W 1x","1028060","TRC-JACKSON","Thames Rowing Club","","",
"118794","W 1x","1028958","TRC-WHITTAKER","Thames Rowing Club","","",
"118794","W 1x","1027012","TSS-RAWLINS","Tideway Scullers School","","",
"118794","W 1x","1027081","TSS-REISER","Tideway Scullers School","","",
"118794","W 1x","1027723","TYN-CLACK","Tyne Amateur Rowing Club","","",
"118794","W 1x","1029728","VRC-ADAMS","Vesta Rowing Club","","",
"118794","W 1x","1029694","VRC-HALSTED","Vesta Rowing Club","","",
"118794","W 1x","1029657","VRC-LARKIN","Vesta Rowing Club","","",
"118794","W 1x","1028433","VRC-LENNOX","Vesta Rowing Club","","",
"118794","W 1x","1029693","VRC-MCKELLAR","Vesta Rowing Club","","",
"118794","W 1x","1029692","VRC-WOOD-2","Vesta Rowing Club","","",
"118794","W 1x","1029047","WAD-HALL","Wadham College Boat Club","","",
"118794","W 1x","1029299","WBK-GALLAGHER","Walbrook Rowing Club","","",
"118794","W 1x","1029635","WRC-DUFF","Wallingford Rowing Club","","",
"118794","W 1x","1029636","WRC-PANAGOULIA","Wallingford Rowing Club","","",
"118795","W Lwt 1x","1027742","Bed-Shreeves","Bedford Rowing Club","","",
"118795","W Lwt 1x","1026969","CAB-PLUNKETT","Cantabrigian Rowing Club","","",
"118795","W Lwt 1x","1026885","Carlton","Tideway Scullers School","","",
"118795","W Lwt 1x","1029146","FUL-OGGER","Fulham Reach Boat Club","","",
"118795","W Lwt 1x","1029756","IMP-ROWE","Imperial College Boat Club","","",
"118795","W Lwt 1x","1029758","Joanna Brown","Kings College London Boat Club","","",
"118795","W Lwt 1x","1027768","MAA-SACRE","Mortlake Anglian & Alpha Boat Club","","",
"118795","W Lwt 1x","1027696","PET-PLUMB","Peterborough City Rowing Club","","",
"118795","W Lwt 1x","1029707","PTR-CARTER","Putney Town Rowing Club","","",
"118795","W Lwt 1x","1028777","TRC-PERRY","Thames Rowing Club","","",
"118795","W Lwt 1x","1028778","TRC-STYLES","Thames Rowing Club","","",
"118795","W Lwt 1x","1027065","TSS-POTTER","Tideway Scullers School","","",
"118795","W Lwt 1x","1027080","TSS-WAGSTAFF","Tideway Scullers School","","",
"118795","W Lwt 1x","1026889","TUN-HALLETT","Taunton Rowing Club","","",
"118795","W Lwt 1x","1029175","UBR-TIJSSEN","Bristol, University of, Boat Club","","",
"118795","W Lwt 1x","1029124","UES-CHARALAMBOUS","Essex, University of, Rowing Club","","",
"118796","W U23 1x","1029757","IMP-DOYE","Imperial College Boat Club","","",
"118796","W U23 1x","1029730","IMP-GAY","Imperial College Boat Club","","",
"118796","W U23 1x","1029788","IMP-KIRKPATRICK","Imperial College Boat Club","","",
"118796","W U23 1x","1029751","NRC-STOCKTON","Nottingham Rowing Club","","",
"118796","W U23 1x","1028075","RDU-KNIGHT","Reading University Boat Club","","",
"118796","W U23 1x","1026883","Wilkinson Feller","Tideway Scullers School","","",
"118796","W U23 1x","1029180","WRC-PICKLES","Wallingford Rowing Club","","",
"118797","Op Sch/Jun 1x","1029642","BAE-POULSON","Barn Elms Rowing Club","","",
"118797","Op Sch/Jun 1x","1028005","CHE-OGLINA","Cheltenham College Boat Club","","",
"118797","Op Sch/Jun 1x","1027530","GLB-OFFILER","Globe Rowing Club","","",
"118797","Op Sch/Jun 1x","1027531","GLB-RICHARDSON","Globe Rowing Club","","",
"118797","Op Sch/Jun 1x","1029737","HEN-REID","Henley Rowing Club","","",
"118797","Op Sch/Jun 1x","1029016","HOL-SWITHENBANK","Hollingworth Lake Rowing Club","","",
"118797","Op Sch/Jun 1x","1029634","KCA-EDGAR,","Kings School Canterbury, The, Boat Club","","",
"118797","Op Sch/Jun 1x","1028566","MAV-HUMPHRIS-2","Maidstone Invicta Rowing Club","","",
"118797","Op Sch/Jun 1x","1028568","MAV-PEEL","Maidstone Invicta Rowing Club","","",
"118797","Op Sch/Jun 1x","1028567","MAV-ROSE","Maidstone Invicta Rowing Club","","",
"118797","Op Sch/Jun 1x","1029205","SHP-HOLBROUGH","Shiplake College Boat Club","","",
"118797","Op Sch/Jun 1x","1029081","SHP-NEWTON","Shiplake College Boat Club","","",
"118797","Op Sch/Jun 1x","1028281","SPS-SMITH","St Pauls School Boat Club","","",
"118797","Op Sch/Jun 1x","1028151","SPS-TARCZY","St Pauls School Boat Club","","",
"118797","Op Sch/Jun 1x","1027367","TSS-JOSS","Tideway Scullers School","","",
"118797","Op Sch/Jun 1x","1027370","TSS-LEWIS","Tideway Scullers School","","",
"118797","Op Sch/Jun 1x","1028681","TSS-MUMMERY","Tideway Scullers School","","",
"118797","Op Sch/Jun 1x","1029791","WBS-ELLERY","Windsor Boys School, The, Boat Club","","",
"118797","Op Sch/Jun 1x","1027351","WES-BARROW","Westminster School Boat Club","","",
"118797","Op Sch/Jun 1x","1027342","WES-COWLING","Westminster School Boat Club","","",
"118797","Op Sch/Jun 1x","1027349","WES-DEETMAN","Westminster School Boat Club","","",
"118797","Op Sch/Jun 1x","1027345","WES-MIDDLETON","Westminster School Boat Club","","",
"118797","Op Sch/Jun 1x","1027344","WES-SWANN","Westminster School Boat Club","","",
"118798","Op J17 1x","1029017","HOL-HEYWOOD","Hollingworth Lake Rowing Club","","",
"118798","Op J17 1x","1029198","RDH-GHATTAS","Radnor House School Rowing Club","","",
"118798","Op J17 1x","1029082","SHP-BROWN","Shiplake College Boat Club","","",
"118798","Op J17 1x","1028279","SPS-BEECHING","St Pauls School Boat Club","","",
"118798","Op J17 1x","1028157","SPS-BEKTAS","St Pauls School Boat Club","","",
"118798","Op J17 1x","1028278","SPS-CRAIG MCFEELY","St Pauls School Boat Club","","",
"118798","Op J17 1x","1028184","SPS-CRAIG-MCFEELY","St Pauls School Boat Club","","",
"118798","Op J17 1x","1028355","SPS-DOYLE","St Pauls School Boat Club","","",
"118798","Op J17 1x","1028356","SPS-ISOLA","St Pauls School Boat Club","","",
"118798","Op J17 1x","1028152","SPS-PARISH","St Pauls School Boat Club","","",
"118798","Op J17 1x","1028559","SRC-BULLEN","Sudbury Rowing Club","","",
"118798","Op J17 1x","1027368","TSS-JONAS","Tideway Scullers School","","",
"118798","Op J17 1x","1028521","WES-BAROUDEL","Westminster School Boat Club","","",
"118798","Op J17 1x","1028522","WES-BUDHDEO","Westminster School Boat Club","","",
"118798","Op J17 1x","1028516","WES-CROSBIE","Westminster School Boat Club","","",
"118798","Op J17 1x","1028517","WES-DAVISON","Westminster School Boat Club","","",
"118798","Op J17 1x","1028520","WES-HOLLE","Westminster School Boat Club","","",
"118798","Op J17 1x","1028523","WES-WAGSTAFF","Westminster School Boat Club","","",
"118798","Op J17 1x","1028518","WES-WICKHAM","Westminster School Boat Club","","",
"118798","Op J17 1x","1028519","WES-WRIGHT","Westminster School Boat Club","","",
"118799","Op J16 1x","1029641","BAE-WOODS","Barn Elms Rowing Club","","",
"118799","Op J16 1x","1028099","FUL-HUI-LE MARER","Fulham Reach Boat Club","","",
"118799","Op J16 1x","1027738","GLB-HUGHES","Globe Rowing Club","","",
"118799","Op J16 1x","1027532","GLB-KASZAS","Globe Rowing Club","","",
"118799","Op J16 1x","1027529","GLB-WATSON-GANDY","Globe Rowing Club","","",
"118799","Op J16 1x","1028065","LTU-NEWTON","Latymer Upper School Boat Club","","",
"118799","Op J16 1x","1028906","PBD-SLOAN","Poplar Blackwall & District Rowing Club","","",
"118799","Op J16 1x","1029153","SGC-FLOWERDEW","St Georges College Boat Club","","",
"118799","Op J16 1x","1029418","SHP-ASH","Shiplake College Boat Club","","",
"118799","Op J16 1x","1027672","SPS-LANGSTONE-BOLT","St Pauls School Boat Club","","",
"118799","Op J16 1x","1027671","SPS-TAYLOR","St Pauls School Boat Club","","",
"118799","Op J16 1x","1027670","SPS-VALT","St Pauls School Boat Club","","",
"118799","Op J16 1x","1027369","TSS-DE ST CROIX","Tideway Scullers School","","",
"118799","Op J16 1x","1029623","TSS-OLIVER","Tideway Scullers School","","",
"118799","Op J16 1x","1029792","WBS-VAN GELDEREN","Windsor Boys School, The, Boat Club","","",
"118800","W Sch/Jun 1x","1029658","AGE-DOOLEY","Agecroft Rowing Club","","",
"118800","W Sch/Jun 1x","1029251","ARD-WARREN","Ardingly Rowing Club","","",
"118800","W Sch/Jun 1x","1029656","BRX-HODGES","Broxbourne Rowing Club","","",
"118800","W Sch/Jun 1x","1028166","FUL-ALLGAIER","Fulham Reach Boat Club","","",
"118800","W Sch/Jun 1x","1028167","FUL-THOMSON","Fulham Reach Boat Club","","",
"118800","W Sch/Jun 1x","1029696","MAV-FRIAR","Maidstone Invicta Rowing Club","","",
"118800","W Sch/Jun 1x","1028225","PBD-STEWART","Poplar Blackwall & District Rowing Club","","",
"118800","W Sch/Jun 1x","1027816","PHS-BUTTERWORTH","Putney High School Rowing Club","","",
"118800","W Sch/Jun 1x","1027253","SPG-COWAN","St Pauls Girls School Boat Club","","",
"118800","W Sch/Jun 1x","1027254","SPG-DOUSE","St Pauls Girls School Boat Club","","",
"118800","W Sch/Jun 1x","1028776","TRC-PRICE","Thames Rowing Club","","",
"118800","W Sch/Jun 1x","1027460","TSS-LAWRENCE","Tideway Scullers School","","",
"118800","W Sch/Jun 1x","1029798","TTR-CAMPBELL","Thames Tradesmen's Rowing Club","","",
"118801","W J17 1x","1027702","ETX-DONALDSON","Eton Excelsior Rowing Club","","",
"118801","W J17 1x","1029653","MAV-MACMAHON","Maidstone Invicta Rowing Club","","",
"118801","W J17 1x","1029703","MAV-MILEHAM","Maidstone Invicta Rowing Club","","",
"118801","W J17 1x","1027822","PHS-MAINI","Putney High School Rowing Club","","",
"118801","W J17 1x","1027817","PHS-MILES","Putney High School Rowing Club","","",
"118801","W J17 1x","1027819","PHS-MOORE","Putney High School Rowing Club","","",
"118801","W J17 1x","1027818","PHS-ZEDDA JAMES","Putney High School Rowing Club","","",
"118801","W J17 1x","1027255","SPG-NOADES","St Pauls Girls School Boat Club","","",
"118801","W J17 1x","1027257","SPG-STRONG","St Pauls Girls School Boat Club","","",
"118801","W J17 1x","1028560","SRC-MOULE","Sudbury Rowing Club","","",
"118801","W J17 1x","1027462","TSS-O'KEEFFE","Tideway Scullers School","","",
"118801","W J17 1x","1029644","WLT-POOLE-2","Walton Rowing Club","","",
"118801","W J17 1x","1029155","WLT-STENNING","Walton Rowing Club","","",
"118802","W J16 1x","1029259","ARC-WARREN","Ardingly College Boat Club","","",
"118802","W J16 1x","1029654","MAV-PARSLER","Maidstone Invicta Rowing Club","","",
"118802","W J16 1x","1027824","PHS-BRIDGES","Putney High School Rowing Club","","",
"118802","W J16 1x","1027827","PHS-DE GROOT","Putney High School Rowing Club","","",
"118802","W J16 1x","1027826","PHS-FRANCIS","Putney High School Rowing Club","","",
"118802","W J16 1x","1027825","PHS-WICKHA","Putney High School Rowing Club","","",
"118802","W J16 1x","1027647","SPG-HUMPHRIS","St Pauls Girls School Boat Club","","",
"118802","W J16 1x","1029587","SPG-PACE","St Pauls Girls School Boat Club","","",
"118802","W J16 1x","1027256","SPG-STUART-SMITH","St Pauls Girls School Boat Club","","",
"118802","W J16 1x","1027464","TSS-LACK","Tideway Scullers School","","",
"118802","W J16 1x","1027465","TSS-MAVRA","Tideway Scullers School","","",
"118802","W J16 1x","1029113","TSS-WHITE","Tideway Scullers School","","",
"118803","Op MasA 1x","1028241","ABN-FERGUS","Abingdon Rowing Club","","",
"118803","Op MasA 1x","1026966","AKN-MEARING-SMITH","Auriol Kensington Rowing Club","","",
"118803","Op MasA 1x","1028294","CBR-PASCOVITCH","Bristol, City of, Rowing Club","","",
"118803","Op MasA 1x","1028296","CBR-WADSWORTH","Bristol, City of, Rowing Club","","",
"118803","Op MasA 1x","1028955","CFA-GEORGE","Cardiff University Alumni Rowing Club","","",
"118803","Op MasA 1x","1028549","-CLEMENTS","Dubai Rowing & Sculling Club","","",
"118803","Op MasA 1x","1028182","CYG-SEARS","Cygnet Rowing Club","","",
"118803","Op MasA 1x","1027298","GLR-RODFORD","Gloucester Rowing Club","","",
"118803","Op MasA 1x","1028326","LEA-CARDELLA","Lea Rowing Club","","",
"118803","Op MasA 1x","1028987","MBC-BROADEST","Molesey Boat Club","","",
"118803","Op MasA 1x","1027697","SON-BRINKER","Sons of the Thames Rowing Club","","",
"118803","Op MasA 1x","1027698","SON-REYNOLDS","Sons of the Thames Rowing Club","","",
"118803","Op MasA 1x","1026988","TRC-LEE","Thames Rowing Club","","",
"118803","Op MasA 1x","1026987","TRC-RYAN","Thames Rowing Club","","",
"118803","Op MasA 1x","1028708","TSS-BECKETT","Tideway Scullers School","","",
"118803","Op MasA 1x","1028709","TSS-BLAKE","Tideway Scullers School","","",
"118803","Op MasA 1x","1028720","TSS-DUNLEY","Tideway Scullers School","","",
"118803","Op MasA 1x","1028718","TSS-MCORIST","Tideway Scullers School","","",
"118803","Op MasA 1x","1028722","TSS-O'REILLY","Tideway Scullers School","","",
"118803","Op MasA 1x","1028721","TSS-RIDLER","Tideway Scullers School","","",
"118803","Op MasA 1x","1029095","TSS-SANDERS","Tideway Scullers School","","",
"118803","Op MasA 1x","1028735","TSS-WILKOJC","Tideway Scullers School","","",
"118803","Op MasA 1x","1027317","UTC-CARTER","Upper Thames Rowing Club","","",
"118803","Op MasA 1x","1029727","VRC-TURNER","Vesta Rowing Club","","",
"118804","Op MasB 1x","1028440","AKN-VON KALTENBORN","Auriol Kensington Rowing Club","","",
"118804","Op MasB 1x","1029655","BRX-SCORAH","Broxbourne Rowing Club","","",
"118804","Op MasB 1x","1028862","CBR-Friedemann","Bristol, City of, Rowing Club","","",
"118804","Op MasB 1x","1028763","CUR-SCOTT","Curlew Rowing Club","","",
"118804","Op MasB 1x","1028180","CYG-PIGUET","Cygnet Rowing Club","","",
"118804","Op MasB 1x","1027767","ETX-SUTTON","Eton Excelsior Rowing Club","","",
"118804","Op MasB 1x","1028419","EXE-ROWSE","Exeter Rowing Club Ltd","","",
"118804","Op MasB 1x","1029742","HEN-ADMIRAAL","Henley Rowing Club","","",
"118804","Op MasB 1x","1029739","HEN-HARSANT","Henley Rowing Club","","",
"118804","Op MasB 1x","1027135","HEN-HILLYARD","Henley Rowing Club","","",
"118804","Op MasB 1x","1029738","HEN-JACOB","Henley Rowing Club","","",
"118804","Op MasB 1x","1029114","Hickling","Putney Town Rowing Club","","",
"118804","Op MasB 1x","1027163","LER-SMITH","Leicester Rowing Club","","",
"118804","Op MasB 1x","1027784","MBC-MCLELLAN","Molesey Boat Club","","",
"118804","Op MasB 1x","1028234","MBC-MIDDLETON","Molesey Boat Club","","",
"118804","Op MasB 1x","1027057","MON-BUTLER","Monmouth Rowing Club","","",
"118804","Op MasB 1x","1028009","MON-COLLING","Monmouth Rowing Club","","",
"118804","Op MasB 1x","1029813","PBD-ANTAR","Poplar Blackwall & District Rowing Club","","",
"118804","Op MasB 1x","1027699","SON-CROFORD","Sons of the Thames Rowing Club","","",
"118804","Op MasB 1x","1028780","SON-FODEN","Sons of the Thames Rowing Club","","",
"118804","Op MasB 1x","1027055","TKC-KEANE","Team Keane Sculling School","","",
"118804","Op MasB 1x","1027156","TRC-YATES","Thames Rowing Club","","",
"118804","Op MasB 1x","1026862","TTR-DODD","Thames Tradesmen's Rowing Club","","",
"118804","Op MasB 1x","1027850","TWK-KOLIMECHKOV","Twickenham Rowing Club","","",
"118804","Op MasB 1x","1028964","UES-ZIMMERMAN","Essex, University of, Rowing Club","","",
"118805","Op MasC 1x","1028948","ARD-DOMBROWE","Ardingly Rowing Club","","",
"118805","Op MasC 1x","1027488","BLD-DAVIES","Broadland Boat Club","","",
"118805","Op MasC 1x","1028557","-BRAMLEY","Dubai Rowing & Sculling Club","","",
"118805","Op MasC 1x","1028727","BRX-BIELBY","Broxbourne Rowing Club","","",
"118805","Op MasC 1x","1028729","BRX-HARRIS","Broxbourne Rowing Club","","",
"118805","Op MasC 1x","1028756","CAB-MORLEY","Cantabrigian Rowing Club","","",
"118805","Op MasC 1x","1028179","CYG-PRETZLIK","Cygnet Rowing Club","","",
"118805","Op MasC 1x","1028185","CYG-RAE","Cygnet Rowing Club","","",
"118805","Op MasC 1x","1027597","ETX-WILLIAMS","Eton Excelsior Rowing Club","","",
